20	452.074856578	0.817678331913	74.3653944502	0.549464538676	450.0
32	645.070508633	1.15695398524	103.76296793	0.777049957166	650.0
50	846.166183944	1.79219724999	149.541806059	1.36943036763	850.0
80	1154.55014222	3.40451676828	152.93618036	2.45521640287	50.0
90	1220.10750709	7.41888397952	159.835196986	4.33182788575	50.0
20	462.714836607	2.72201863975	69.1806522949	1.22316764095	450.0
20	479.297126829	6.03677253329	63.5415771554	2.17347784567	450.0
20	452.074856578	0.817678331913	74.3653944502	0.549464538676	450.0
20	462.714836607	2.72201863975	69.1806522949	1.22316764095	450.0
20	457.710737783	1.20654007943	71.4288794154	0.735544997819	437.5
20	457.710737783	1.20654007943	71.4288794154	0.735544997819	437.5
32	660.868753295	2.30897673268	96.030732391	1.27482686414	645.833333333
50	867.068411386	2.31529148232	133.862241553	1.7871163501	854.166666667
80	1140.71463584	8.8109902557	159.207396191	4.29993437927	62.5
90	1208.21254605	14.1355158571	163.965473948	6.52527467154	62.5
20	453.76714972	1.55001960828	83.0291937869	2.55216367338	437.5
20	452.732852664	1.12698756443	84.5078901903	1.64242692688	437.5
20	453.285403474	1.12364222132	82.267856892	1.90016155857	447.916666667
20	453.285403474	1.12364222132	82.267856892	1.90016155857	447.916666667
32	651.169875327	2.3209742133	112.116734118	5.30829538661	656.25
50	875.791275282	5.23905891055	134.268295785	13.5561846349	864.583333333
80	96.9168226577	2.6822506822	64.5393901762	5.45037900468	72.9166666667
90	91.9722377245	3.32648776041	70.2230125415	6.65891809236	72.9166666667
80	1141.07744828	15.1979907512	164.471997669	29.6557225569	1177.08333333
80	1156.48904644	2.82586987008	145.265671262	3.7401070198	1177.08333333
90	73.0922270596	19.8574340497	163.579194227	20.10688196	72.9166666667
90	1226.67750004	3.86702314517	168.896267521	5.98951007794	1197.91666667
20	438.428307373	0.741201395842	87.6958473167	0.630179679014	447.916666667
32	640.931411847	1.08378562328	113.311080525	1.14279989185	656.25
50	865.835021608	2.08050959744	138.316781531	2.7800683485	864.583333333
80	1156.48904644	2.82586987857	145.265671237	3.7401070508	1177.08333333
90	1226.67750004	3.86702314517	168.896267521	5.98951007794	1197.91666667
90	1280.79241065	4.11059343658	176.593854343	6.89292865485	1260.41666667
